,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic_name,x,y,z,x1,y1
2726,29703,29703,29703,Sd7jcwLXAMhhNCiqP4h4V0ePT80v9632YEi9fN0UbXQ=,1,1,70.0,online,sale,TOPUV500 LS M GREY,M SUN PROTEC,SURF BODYBOARD,1,6.99,Sd7jcwLXAMhhNCiqP4h4V0ePT80v9632YEi9fN0UbXQ=,Veels te klein,Zelfs 1 maat groter gekocht. En nog veeedls te klein,2,2022-11-17 10:58:44,,,Much too small. Even bought 1 size larger. And still far too small,Veels te klein. Zelfs 1 maat groter gekocht. En nog veeedls te klein,Water Sports,3,Water Sports Gear,6.9144044,0.8171144,12.163909,12.610878,-4.887936
2727,29704,29704,29704,Sd7jcwLXAMhhNCiqP4h4V0ePT80v9632YEi9fN0UbXQ=,1,1,70.0,online,sale,TOPUV500 LS M GREY,M SUN PROTEC,SURF BODYBOARD,1,6.99,Sd7jcwLXAMhhNCiqP4h4V0ePT80v9632YEi9fN0UbXQ=,,Oke er werd al aangegeven 1 maat groter te bestellen.Dus maar 2'xl.    Maar dit is absurd zelfs nu  lijkt het niet groter dan een M,2,2022-10-24 16:00:35,,,". Okay, it was already indicated to order 1 size larger. So only 2'xl. But this is absurd even now it looks no bigger than an M",. Oke er werd al aangegeven 1 maat groter te bestellen.Dus maar 2'xl.    Maar dit is absurd zelfs nu  lijkt het niet groter dan een M,Water Sports,3,Water Sports Gear,6.863062,0.94791514,12.301148,12.613713,-4.987034
2728,29705,29705,29705,e0d0XCBAc2hu8A2xkFFZB7gblqfyWJtMTjnkkRZtlMM=,1,10,897.0,offline,sale,BOXER 500 BLACK,MEN'S BS BEGIN,SURF BODYBOARD,1,5.99,e0d0XCBAc2hu8A2xkFFZB7gblqfyWJtMTjnkkRZtlMM=,Prettige waterschoen voor Suppen.,"Wanneer het water te koud is voor blote voeten is, maar nog te warm voor neopreen sloffen, dan is dit een prettige waterschoen voor het suppen. Door het klittenband blijven ze goed zitten, wanneer je te water gaat of loopt. Biedt ook goed grip op het board. En je kunt ze makkelijk onder het elastiek doen, als je toch op blote voeten wilt suppen. Voor kleine stukken lopen voldoen ze goed, maar voor langere stukken is de zool te plat. Dan kun je beter de 'zeilschoenen' nemen.",4,2022-09-11 14:29:11,,,"Pleasant water shoe for SUPing. When the water is too cold for bare feet, but still too warm for neoprene slippers, this is a pleasant water shoe for SUPing. The Velcro keeps them in place when you go into the water or walk. Also provides good grip on the board. And you can easily put them under the elastic if you want to SUP barefoot. They work well for short distances, but for longer distances the sole is too flat. Then it's better to take the 'sailing shoes'.","Prettige waterschoen voor Suppen.. Wanneer het water te koud is voor blote voeten is, maar nog te warm voor neopreen sloffen, dan is dit een prettige waterschoen voor het suppen. Door het klittenband blijven ze goed zitten, wanneer je te water gaat of loopt. Biedt ook goed grip op het board. En je kunt ze makkelijk onder het elastiek doen, als je toch op blote voeten wilt suppen. Voor kleine stukken lopen voldoen ze goed, maar voor langere stukken is de zool te plat. Dan kun je beter de 'zeilschoenen' nemen.",Water Sports,3,Water Sports Gear,6.8366556,-1.5700117,14.304907,8.824586,-6.211369
2729,29706,29706,29706,hjXvO7y2yJz8IUvFdlAmZ1quoGFOjw1fpDGPWvCWcr8=,1,2,70.0,online,return,BS 50 BLUE TWEEN,BOY'S BOARDSHT,SURF BODYBOARD,-1,-3.99,hjXvO7y2yJz8IUvFdlAmZ1quoGFOjw1fpDGPWvCWcr8=,Super,Onze zoon heeft in de vakantie voor het eerst gesnorkeld. Hij vond het geweldig. Het is super handig. Opeens kon hij ook zonder vestje rustig in het zwembad zwemmen. Het past ook goed.,5,2022-05-12 15:38:53,,,Super. Our son snorkeled for the first time during the holidays. He loved it. It's super convenient. Suddenly he could swim quietly in the pool without a vest. It also fits well.,Super. Onze zoon heeft in de vakantie voor het eerst gesnorkeld. Hij vond het geweldig. Het is super handig. Opeens kon hij ook zonder vestje rustig in het zwembad zwemmen. Het past ook goed.,Water Sports,1,Swimwear,10.098132,0.23629537,14.326135,8.142168,-3.7768972
2730,29707,29707,29707,TdzgeL1AeN2m2bigULjY6y9sqnTHJmo/wydESzQfzWs=,1,10,1089.0,offline,sale,LAURA PAD JUNGLE,WM BEG SSUIT,SURF BODYBOARD,1,12.99,TdzgeL1AeN2m2bigULjY6y9sqnTHJmo/wydESzQfzWs=,,Super,5,2022-07-11 09:06:26,,,. Super,. Super,Water Sports,3,Water Sports Gear,10.248113,-1.2961514,5.8809457,13.904777,4.2302766
2731,29708,29708,29708,PC+QOSHxA9xVmHhcu6R4iBFR8FJZm2ba83dsxaiIvb8=,1,1,70.0,online,sale,.SHOOD100,COLD WAT ACC,SURF BODYBOARD,1,11.99,PC+QOSHxA9xVmHhcu6R4iBFR8FJZm2ba83dsxaiIvb8=,,Less carton packaging..Less plastic.,4,2022-11-04 11:57:23,,,. Less carton packaging..Less plastic.,. Less carton packaging..Less plastic.,Water Sports,3,Water Sports Gear,7.5058527,-2.4690046,8.986236,11.492166,1.0434464
2732,29709,29709,29709,fy7GCuUSQ+XK7OuA4AaVaLy0l/tOzhFpgW3Fvfpp5ZM=,1,10,346.0,offline,sale,BOXER 500 BLACK,MEN'S BS BEGIN,SURF BODYBOARD,1,5.99,fy7GCuUSQ+XK7OuA4AaVaLy0l/tOzhFpgW3Fvfpp5ZM=,Leuk en zit goed,Droogt snel draagt prettig en staat leuk,5,2022-05-31 18:10:52,,,"Nice and fits well. Dries quickly, wears well and looks nice",Leuk en zit goed. Droogt snel draagt prettig en staat leuk,Water Sports,3,Water Sports Gear,8.118195,0.3626577,12.117266,11.824935,-3.5925212
2733,29710,29710,29710,bhYItR1rIL2YbWVtodaO1iWqrEjLYMsBmzZfI+3lc84=,1,10,1088.0,offline,sale,BOXER 500 ECO SS23,MEN'S INTERM BS,SURF BODYBOARD,1,5.99,bhYItR1rIL2YbWVtodaO1iWqrEjLYMsBmzZfI+3lc84=,,Prima winkel,5,2023-08-13 18:44:28,,,. Great store,. Prima winkel,Water Sports,0,Store Service Staff,9.162556,-5.7356625,9.135215,7.63767,2.8381932
2734,29777,29777,29777,QehdfZ4tn17/xBG5ZugtBWfL6lnjUrJ+sKuPLQcgqjg=,2,2,70.0,online,sale,CIRCUIT BREAKER + CORD,BOAT ACCESSORIE,SAILING WINDSUR,1,7.99,QehdfZ4tn17/xBG5ZugtBWfL6lnjUrJ+sKuPLQcgqjg=,,"Nog niet binnen gehad na 1,5 week vind het erg lang duren",3,2022-08-09 11:11:57,,,". Haven't received it yet after 1.5 weeks, I think it takes a very long time",". Nog niet binnen gehad na 1,5 week vind het erg lang duren",Water Sports,6,Delivery Speed,7.3384438,-2.7132,8.12752,11.821624,1.9230313
2735,29910,29910,29910,QN8VOiVUNb0NKlwgfc08gDFgIAbbwHJVmsMAIbkUkhI=,1,10,2093.0,offline,sale,1P 100 HEVA NEW SHORTY NAVY BLUE*,W'S SWIMSUITS,SWIMMING AQUAGY,1,11.99,QN8VOiVUNb0NKlwgfc08gDFgIAbbwHJVmsMAIbkUkhI=,Zit lekker,Zit lekker,5,2022-10-14 07:17:35,,,Sit comfortably. Sit comfortably,Zit lekker. Zit lekker,Water Sports,3,Water Sports Gear,7.699219,-0.07064763,13.402844,10.411587,-5.586209
2736,30034,30034,30034,+JVlUTn7cyrXSqGL95dzv66MiHROZW8SVq/qqXZ59mQ=,1,1,70.0,online,return,RACE 500 BIB M GREY,M SAIL JACKETS,SAILING WINDSUR,-1,-89.99,+JVlUTn7cyrXSqGL95dzv66MiHROZW8SVq/qqXZ59mQ=,,snelle accurate levering en oplossing van probleem,5,2022-09-29 08:52:37,,,. fast accurate delivery and problem resolution,. snelle accurate levering en oplossing van probleem,Water Sports,6,Delivery Speed,6.6327157,-2.3803768,8.883944,12.187544,1.073672
2737,30060,30060,30060,3f8FhMye+6PxVHWMegTGccnajY+tONqk5wpiVsZBpOQ=,1,10,896.0,offline,sale,AQUASHOES 120 AD BLACK,SNK AQUASHOES,SNORKELING SCUB,1,12.99,3f8FhMye+6PxVHWMegTGccnajY+tONqk5wpiVsZBpOQ=,Past geweldig,"Past geweldig, zit uitstekend.",5,2023-12-06 16:38:50,,,"Fits great. Fits great, sits excellently.","Past geweldig. Past geweldig, zit uitstekend.",Water Sports,3,Water Sports Gear,7.4698863,0.13314733,12.197506,11.824518,-4.2190456
2738,30061,30061,30061,3f8FhMye+6PxVHWMegTGccnajY+tONqk5wpiVsZBpOQ=,1,10,896.0,offline,sale,AQUASHOES 120 AD BLACK,SNK AQUASHOES,SNORKELING SCUB,1,12.99,3f8FhMye+6PxVHWMegTGccnajY+tONqk5wpiVsZBpOQ=,,Dik tevreden met de geboden service.,5,2023-12-06 16:37:56,,,. Very satisfied with the service provided.,. Dik tevreden met de geboden service.,Water Sports,5,General Products,7.5923266,-3.0713341,9.887108,10.21723,0.70345837
2739,30062,30062,30062,VbgoX1Z2gb9YMnWzrjxHKjvTSzhnhzC+t0EVcCcOBPE=,2,2,70.0,online,sale,FIN PALAU SAF BLACK YELLOW,SNORKELING DIVI,SNORKELING SCUB,1,24.99,VbgoX1Z2gb9YMnWzrjxHKjvTSzhnhzC+t0EVcCcOBPE=,Heel goed product,Goeie zwemvliezen om te snorkelen.,5,2023-12-03 21:52:16,,,Very good product. Good fins for snorkeling.,Heel goed product. Goeie zwemvliezen om te snorkelen.,Water Sports,3,Water Sports Gear,8.86715,-0.4538929,14.049807,8.727233,-4.4139824
2740,30063,30063,30063,BhC8j9gwTJ6EdougR/fr4by3YVjj8YmtTWLoniMDDIE=,1,10,664.0,offline,sale,SET FINS MASK SNORKEL SNK 500 JR TURQUOI,SNK SETS FMS,SNORKELING SCUB,1,19.99,BhC8j9gwTJ6EdougR/fr4by3YVjj8YmtTWLoniMDDIE=,Goed naar valt klein uit,Fijne vest,4,2022-06-26 08:39:04,,,Good but runs small. Nice cardigan,Goed naar valt klein uit. Fijne vest,Water Sports,3,Water Sports Gear,8.246607,2.1807091,12.4954815,10.898528,-5.3285036
2741,30064,30064,30064,BhC8j9gwTJ6EdougR/fr4by3YVjj8YmtTWLoniMDDIE=,1,10,664.0,offline,sale,SET FINS MASK SNORKEL SNK 500 JR TURQUOI,SNK SETS FMS,SNORKELING SCUB,1,19.99,BhC8j9gwTJ6EdougR/fr4by3YVjj8YmtTWLoniMDDIE=,,Het was erg druk en onoverzichtelijk,4,2022-06-06 14:26:02,,,. It was very busy and confusing,. Het was erg druk en onoverzichtelijk,Water Sports,6,Delivery Speed,8.9365225,-3.9246345,8.2245245,9.829886,2.840915
2742,30065,30065,30065,f7Ln77jIiUL3qZ+Ze8uL8dxv/ky3VkYYXAsDdmMYSMA=,2,1,70.0,online,sale,DISCOVER SNEAKER,SNK AQUASHOES,SNORKELING SCUB,2,89.98,f7Ln77jIiUL3qZ+Ze8uL8dxv/ky3VkYYXAsDdmMYSMA=,shoen gevaarlijk voor voet,de achterkant van de schoen is van harder plastic. net na de hiel stopt dit plastic en hier zit dus een rand. deze schuurd tegen de voet. met mogelijk schade aan de voet als gevolgdaarnaast was was speciefiek de linker schoen (heb er 2 geprobeerd) elke keer deze rand ook nog eens scherp dat de hele situatie niet beter maakt. jamer want het is toch wel een mooie schoen. andere waterschoenen van het merk jobe hebben deze plastic achterkant niet en lijken een betere optie,2,2022-09-26 09:50:45,,,"shoe dangerous for foot. the back of the shoe is made of harder plastic. This plastic stops just after the heel, so there is an edge here. it rubs against the foot. with possible damage to the foot as followed, specifically the left shoe (I tried 2), this edge was also sharp every time, which did not make the whole situation better. Too bad because it is a nice shoe. other jobe brand water shoes do not have this plastic backing and seem to be a better option",shoen gevaarlijk voor voet. de achterkant van de schoen is van harder plastic. net na de hiel stopt dit plastic en hier zit dus een rand. deze schuurd tegen de voet. met mogelijk schade aan de voet als gevolgdaarnaast was was speciefiek de linker schoen (heb er 2 geprobeerd) elke keer deze rand ook nog eens scherp dat de hele situatie niet beter maakt. jamer want het is toch wel een mooie schoen. andere waterschoenen van het merk jobe hebben deze plastic achterkant niet en lijken een betere optie,Water Sports,3,Water Sports Gear,6.819934,-1.5505873,14.331364,8.864702,-6.2500052
2743,30066,30066,30066,HfqJufH6Hno548Xv13fM8z0r6mHNzps7jBAOh39VpaQ=,1,10,1186.0,offline,sale,AQUASHOES SNK 500 AD BLUE TURQUOISE,SNK AQUASHOES,SNORKELING SCUB,1,17.99,HfqJufH6Hno548Xv13fM8z0r6mHNzps7jBAOh39VpaQ=,,I always enjoy shopping at decathlon,5,2022-06-06 09:04:48,,,. I always enjoy shopping at decathlon,. I always enjoy shopping at decathlon,Water Sports,0,Store Service Staff,6.311434,-0.35666227,7.0895815,14.793573,0.6904935
2744,30067,30067,30067,HfqJufH6Hno548Xv13fM8z0r6mHNzps7jBAOh39VpaQ=,1,10,1186.0,offline,sale,AQUASHOES SNK 500 AD BLUE TURQUOISE,SNK AQUASHOES,SNORKELING SCUB,1,17.99,HfqJufH6Hno548Xv13fM8z0r6mHNzps7jBAOh39VpaQ=,Prima,"Love the stripes, makes it easy to grip",5,2022-06-06 09:07:51,,,"Prima. Love the stripes, makes it easy to grip","Prima. Love the stripes, makes it easy to grip",Water Sports,0,Store Service Staff,8.256685,0.15808219,11.15046,-13.055785,-8.273779
2745,30068,30068,30068,E0PHQr/aowofgAe3YwoXnrFaUoyheNnpn5P1NkBKTQM=,1,1,70.0,online,sale,BOOTS NEOPRENE 5 MM BLACK,SCD GBS 3/5 MM,SNORKELING SCUB,1,29.99,E0PHQr/aowofgAe3YwoXnrFaUoyheNnpn5P1NkBKTQM=,,"Gewoon goed, betaalbaar en vlot geleverd.",5,2022-08-07 16:26:50,,,". Simply good, affordable and delivered quickly.",". Gewoon goed, betaalbaar en vlot geleverd.",Water Sports,3,Water Sports Gear,7.6158843,-2.3605082,9.500866,11.069402,0.65250516
2746,30069,30069,30069,F2fvH8DOl6E4SVlHT9EglItVl2MCLqvbLuInS0WSxQU=,1,10,1089.0,offline,sale,MASK SNK 500 FLUO ORANGE,SNK SCD MASKS,SNORKELING SCUB,1,4.49,F2fvH8DOl6E4SVlHT9EglItVl2MCLqvbLuInS0WSxQU=,Prima schoen voor kortere wandelingen,"Ik zocht een schoen die waterdicht was, makkelijk aan te trekken en ook nog betaalbaar.Deze schoen was in de uitverkoop en is de aanschaf meer dan waard.Enige nadeel is dat de schoen niet zo goed ademt zoals bijvoorbeeld schoenen met goretex.",3,2023-05-16 09:30:59,,,"Great shoe for shorter walks. I was looking for a shoe that was waterproof, easy to put on and also affordable. This shoe was on sale and is more than worth the purchase. The only disadvantage is that the shoe does not breathe as well as, for example, shoes with Goretex.","Prima schoen voor kortere wandelingen. Ik zocht een schoen die waterdicht was, makkelijk aan te trekken en ook nog betaalbaar.Deze schoen was in de uitverkoop en is de aanschaf meer dan waard.Enige nadeel is dat de schoen niet zo goed ademt zoals bijvoorbeeld schoenen met goretex.",Water Sports,3,Water Sports Gear,6.766736,-1.5280877,14.332619,8.919346,-6.236508
2747,30070,30070,30070,be38180AWjGIHktwQ+ohZQiR0QfRpHRdTaAMoCpqSAY=,1,1,70.0,online,sale,MASK 500 DUAL CRYSTAL BLUE,SNK SCD MASKS,SNORKELING SCUB,1,19.99,be38180AWjGIHktwQ+ohZQiR0QfRpHRdTaAMoCpqSAY=,,Super snel,5,2022-06-23 21:49:05,,,. Super fast,. Super snel,Water Sports,6,Delivery Speed,6.5818477,-2.5139832,9.019403,12.335065,1.1829176
2748,30071,30071,30071,YfEhk8bNnXesOJgmSPO3PEL8r99mGCP2A7EwBYwcypk=,1,1,70.0,online,sale,MASK EASYBREATH 500 DARK TURQUOISE,"EASYBREATH, ACC",SNORKELING SCUB,1,24.99,YfEhk8bNnXesOJgmSPO3PEL8r99mGCP2A7EwBYwcypk=,,Dit keer was de levering goed vorige keer helaas niet ontvangen en hele gedoe kan beter.,4,2022-09-21 18:18:47,,,". This time the delivery was good, unfortunately not received last time and the whole hassle could be better.",. Dit keer was de levering goed vorige keer helaas niet ontvangen en hele gedoe kan beter.,Water Sports,3,Water Sports Gear,7.3372107,-2.623367,8.197943,11.649543,1.9500881
2749,30072,30072,30072,Qs3y/MoSU3u6VLuV2d+ftCLCWTK+nBpw4m7HIAFemd4=,1,5,70.0,online,sale,FIN SNK 500 AD RED BLACK,SNORKELING DIVI,SNORKELING SCUB,1,8.99,Qs3y/MoSU3u6VLuV2d+ftCLCWTK+nBpw4m7HIAFemd4=,Heerlijke broek om mee te wandelen,Zit goed. Sluit goed om de benen. Heerlijk om mee te wandelen. Handig de zakjes en verborgen zakjes.,5,2023-08-10 10:09:09,,,Wonderful pants for walking. Fits well. Fits well around the legs. Wonderful for walking. Handy the pouches and hidden pockets.,Heerlijke broek om mee te wandelen. Zit goed. Sluit goed om de benen. Heerlijk om mee te wandelen. Handig de zakjes en verborgen zakjes.,Water Sports,0,Store Service Staff,5.7439203,0.8168491,13.20697,10.545856,-7.5709424
2750,30073,30073,30073,69AstUKPK/aN/Dondfk9Ua+o1jQqKdIgPSvfdhP7i0Y=,1,10,346.0,offline,sale,MASK EASYBREATH 500 DARK TURQUOISE,"EASYBREATH, ACC",SNORKELING SCUB,1,24.99,69AstUKPK/aN/Dondfk9Ua+o1jQqKdIgPSvfdhP7i0Y=,Prima masker,"Dit masker is mijn tweede inmiddels, de pasvorm is goed maar t.o.v het eerste drukt dit masker meer op het voorhoofd wat bij langer snorkelen (pijnlijk)  irriteert en niet op te lossen door de banden losser te maken",4,2022-10-11 16:41:46,,,"Great mask. This mask is my second now, the fit is good, but compared to the first, this mask presses more on the forehead, which irritates (painfully) during longer snorkeling and cannot be solved by loosening the straps","Prima masker. Dit masker is mijn tweede inmiddels, de pasvorm is goed maar t.o.v het eerste drukt dit masker meer op het voorhoofd wat bij langer snorkelen (pijnlijk)  irriteert en niet op te lossen door de banden losser te maken",Water Sports,1,Swimwear,10.240558,0.35654706,14.464013,7.954982,-3.849508
2751,30074,30074,30074,J/UiGb/9t6F04r5BAb0eiahKUV+q3ZM+Tv+1HBH56WE=,1,1,70.0,online,sale,AQUASHOES 120 AD BLACK,SNK AQUASHOES,SNORKELING SCUB,1,11.99,J/UiGb/9t6F04r5BAb0eiahKUV+q3ZM+Tv+1HBH56WE=,,Snel besteld en geleverd,5,2022-12-01 18:13:15,,,. Ordered and delivered quickly,. Snel besteld en geleverd,Water Sports,6,Delivery Speed,7.1620407,-2.3502903,8.580444,11.808424,1.4565501
2752,30086,30086,30086,pkxmEuQOXLubmDKiK/slI0M4r9yOB8+2OmUaAxf8+lM=,1,10,256.0,offline,sale,FUNNY BALL GREEN YELLOW*,AQUALEARN ACC.,SWIMMING AQUAGY,1,3.99,pkxmEuQOXLubmDKiK/slI0M4r9yOB8+2OmUaAxf8+lM=,geweldig ding,Komt redelijk terug. Nog niet in open veld geprobeerd maar alle vertrouwen in. Kleinzoon kan hier zonder veel schade mee beginnen,5,2022-09-16 21:47:29,,,"great thing. Comes back reasonably well. Haven't tried it in an open field yet, but I'm confident. Grandson can start with this without much damage",geweldig ding. Komt redelijk terug. Nog niet in open veld geprobeerd maar alle vertrouwen in. Kleinzoon kan hier zonder veel schade mee beginnen,Water Sports,5,General Products,9.299693,-1.321839,11.4186,9.724779,-1.5758616
2753,30087,30087,30087,72WJLoYkOEbQ2ZZ2cBcpeDKPIFxTocf7HIQiwiVPBhs=,1,2,70.0,online,sale,MF COMPACT XL TOWEL GRANATINA**,TOWELS,SWIMMING AQUAGY,2,19.98,72WJLoYkOEbQ2ZZ2cBcpeDKPIFxTocf7HIQiwiVPBhs=,,"zeer tevreden, en snelle levering :)",5,2022-08-31 09:01:40,,,". very satisfied, and fast delivery :)",". zeer tevreden, en snelle levering :)",Water Sports,3,Water Sports Gear,7.490655,-2.0436716,8.987965,11.776462,0.67946565
2754,30088,30088,30088,T+pSVpe3HCQ3XkatfDlJSJ9niofGcnazBJS7SX+FQYc=,1,1,70.0,online,sale,MF XL ALLSOLA BLUE GREEN,TOWELS,SWIMMING AQUAGY,1,15.99,T+pSVpe3HCQ3XkatfDlJSJ9niofGcnazBJS7SX+FQYc=,Een hele fije handdoek,"Ik heb nog nooit een microvezel handdoek gehad, maar het leek me wel goed om er een paar te hebben, de design is mooi, het droogt snel, makkelijk op te rollen. Ik ben een grote fan.",5,2023-10-01 14:23:52,,,"A very nice towel. I've never had a microfiber towel before, but I thought it would be good to have some, the design is nice, it dries quickly, easy to roll up. I am a big fan.","Een hele fije handdoek. Ik heb nog nooit een microvezel handdoek gehad, maar het leek me wel goed om er een paar te hebben, de design is mooi, het droogt snel, makkelijk op te rollen. Ik ben een grote fan.",Water Sports,4,Price-Quality Evaluation,11.302073,1.3026631,11.345764,13.380158,-1.8839842
2755,30089,30089,30089,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,1,2,70.0,online,sale,1P ROMI SNAKE BLACK***,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,19.99,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,Maatviering,Maatvoering niet goed.,1,2022-10-10 09:23:12,,,Maat celebration. Sizing not right.,Maatviering. Maatvoering niet goed.,Water Sports,3,Water Sports Gear,6.893846,0.91871667,12.227798,12.704698,-4.9316287
2756,30090,30090,30090,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,1,2,70.0,online,sale,1P ROMI SNAKE BLACK***,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,19.99,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,Foute maatvoering. Franse maat ipv Nederlands/Duit,Maatvoering niet goed,1,,,,Incorrect sizing. French size instead of Dutch/German. Sizing not right,Foute maatvoering. Franse maat ipv Nederlands/Duit. Maatvoering niet goed,Water Sports,3,Water Sports Gear,6.8368726,0.956369,12.199531,12.761382,-4.9405227
2757,30091,30091,30091,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,1,2,70.0,online,sale,1P ROMI SNAKE BLACK***,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,19.99,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,Maatvoering klopt niet,"Maat is Frans dus maat kleiner dan Nederlands, of Duits. Dus moeten retourneren.",1,2022-10-07 11:33:31,,,"Sizing is incorrect. Size is French, so size smaller than Dutch or German. So have to return.","Maatvoering klopt niet. Maat is Frans dus maat kleiner dan Nederlands, of Duits. Dus moeten retourneren.",Water Sports,3,Water Sports Gear,6.8413486,0.953184,12.203154,12.7476635,-4.928744
2758,30092,30092,30092,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,1,2,70.0,online,sale,1P ROMI SNAKE BLACK***,AQUAGYM AQUABIK,SWIMMING AQUAGY,1,19.99,lDuCaYyMvr0wV7jrIVQBGVs+kWTTNXJXddMgwVJIqVg=,,"Maten kloppen niet.Als dat aangegeven wordt, valt kleiner uit, of zijn Franse maten dan hoef je iets niet te retourneren ivm te klein.",3,2022-09-18 21:13:05,,,". Sizes are incorrect. If this is indicated, it is smaller, or if the sizes are French, then you do not have to return something because it is too small.",". Maten kloppen niet.Als dat aangegeven wordt, valt kleiner uit, of zijn Franse maten dan hoef je iets niet te retourneren ivm te klein.",Water Sports,0,Store Service Staff,6.7971454,0.943878,12.101979,12.836626,-4.871356
2759,30100,30100,30100,cZnLVHPLq1Jia0jh2cgOBrp95jcOVXqbI7BzxaQchRA=,2,8,2092.0,offline,sale,BOXER SPEEDO BLUE WHITE**,M'S SWIMSUITS,SWIMMING AQUAGY,1,28.99,cZnLVHPLq1Jia0jh2cgOBrp95jcOVXqbI7BzxaQchRA=,,Prima geholpen en werd meegedacht in oplossingen toen het product niet voorradig was.,5,2022-07-04 19:14:16,,,. Excellent help and solutions were provided when the product was not in stock.,. Prima geholpen en werd meegedacht in oplossingen toen het product niet voorradig was.,Water Sports,5,General Products,8.011572,-2.823453,8.412218,10.794085,1.8400955
2760,30101,30101,30101,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,1,10,346.0,offline,sale,MF COMPACT XL TOWEL NERO*,TOWELS,SWIMMING AQUAGY,2,19.98,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,goede kwaliteit,voldoet aan de eisen,5,2023-01-07 09:21:11,,,good quality. meets the requirements,goede kwaliteit. voldoet aan de eisen,Water Sports,5,General Products,8.440106,-1.8660336,10.353352,10.12508,-0.31418362
2761,30102,30102,30102,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,1,10,346.0,offline,sale,MF COMPACT XL TOWEL NERO*,TOWELS,SWIMMING AQUAGY,2,19.98,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,Zalig,zitten zeer prettig  voor je voeten,5,2023-01-07 09:22:45,,,Blessed. are very comfortable for your feet,Zalig. zitten zeer prettig  voor je voeten,Water Sports,3,Water Sports Gear,7.1777706,-1.3925633,13.756805,9.111099,-5.884604
2762,30103,30103,30103,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,1,10,346.0,offline,sale,MF COMPACT XL TOWEL NERO*,TOWELS,SWIMMING AQUAGY,2,19.98,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,top product,warm en comfortabel,5,2023-01-07 09:23:57,,,great product. warm and comfortable,top product. warm en comfortabel,Water Sports,1,Swimwear,8.789557,0.608685,12.249779,10.940715,-4.1375866
2763,30104,30104,30104,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,1,10,346.0,offline,sale,MF COMPACT XL TOWEL NERO*,TOWELS,SWIMMING AQUAGY,2,19.98,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,zeer goed product,voldoet aan de  eisen,5,2023-01-07 09:19:54,,,very good product. meets the requirements,zeer goed product. voldoet aan de  eisen,Water Sports,5,General Products,8.90438,-2.1151075,10.162011,10.1486845,-0.017727807
2764,30105,30105,30105,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,1,10,346.0,offline,sale,MF COMPACT XL TOWEL NERO*,TOWELS,SWIMMING AQUAGY,2,19.98,TSVAN6khWoU8xXxqv+JOqqbdEy/yK8LugVhYkypxvwo=,,veel variatie  overzichtelijk   goede prijs kwaliteit verhouding,5,2023-01-07 09:18:44,,,". Lots of variety, clearly arranged, good price-quality ratio",. veel variatie  overzichtelijk   goede prijs kwaliteit verhouding,Water Sports,5,General Products,8.382632,-2.8002799,10.364976,9.343977,0.24267773
2765,30106,30106,30106,b4RbJZpasoLCUoUqj8Qf8Jqcr77xSZAkHM62Z10T0DM=,1,2,70.0,online,sale,NEW AQUAFUN CLEAR BLUE*,AQUAGYM SHOES,SWIMMING AQUAGY,1,7.99,b4RbJZpasoLCUoUqj8Qf8Jqcr77xSZAkHM62Z10T0DM=,Zitten prima,Goed,5,2023-08-02 10:15:44,,,Sit fine. Good,Zitten prima. Goed,Water Sports,3,Water Sports Gear,7.720367,-0.09363009,13.36884,10.408688,-5.5722194
