Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics
26054,26054,26054,26054,2+HEfOleHAYBktXJu75NhseyvdeXlpSFrLtKo0UYOpI=,1,10,1089.0,offline,sale,"MTB ST 530 MDB TUR.27,5"""" W",AD HIKG BIKES,MTB BIKES AND E,1,379.99,2+HEfOleHAYBktXJu75NhseyvdeXlpSFrLtKo0UYOpI=,,Top,5,2022-07-15 11:15:27,,,. Top,. Top,Biking,2
26099,26099,26099,26099,h77z1XpPOf/tHjx2ORUx4kpsWftvBhQOvAgHj75ISIs=,2,10,2094.0,offline,sale,MTB TYRE FORCE XC PERF 29X2.25,MTB TYRES,TYRES/SPARE/CAR,1,24.99,h77z1XpPOf/tHjx2ORUx4kpsWftvBhQOvAgHj75ISIs=,Super,Top,5,2022-11-24 11:46:35,,,Super. Top,Super. Top,Biking,2
26100,26100,26100,26100,h77z1XpPOf/tHjx2ORUx4kpsWftvBhQOvAgHj75ISIs=,2,10,2094.0,offline,sale,MTB TYRE FORCE XC PERF 29X2.25,MTB TYRES,TYRES/SPARE/CAR,1,24.99,h77z1XpPOf/tHjx2ORUx4kpsWftvBhQOvAgHj75ISIs=,,Prima,4,2022-05-21 15:14:43,,,. Prima,. Prima,Biking,7
26101,26101,26101,26101,Qn7NFHVexZ9/f3AlpLSkIX56TlPziPv9QYmkiEhO9CQ=,1,10,2095.0,offline,sale,700X35-45 P48 LL,BIKE INNER TUBE,TYRES/SPARE/CAR,2,7.98,Qn7NFHVexZ9/f3AlpLSkIX56TlPziPv9QYmkiEhO9CQ=,Goede binnenland voor kleine prijs!,Goede binnenland voor een kleine prijs.,5,2023-05-02 06:53:58,,,Good interior for a small price!. Good domestic for a small price.,Goede binnenland voor kleine prijs!. Goede binnenland voor een kleine prijs.,Biking,0
26102,26102,26102,26102,Qn7NFHVexZ9/f3AlpLSkIX56TlPziPv9QYmkiEhO9CQ=,1,10,2095.0,offline,sale,700X35-45 P48 LL,BIKE INNER TUBE,TYRES/SPARE/CAR,2,7.98,Qn7NFHVexZ9/f3AlpLSkIX56TlPziPv9QYmkiEhO9CQ=,,Ruime winkel en netjes. Werden goed geholpen met eerlijk advies.,5,2023-05-02 06:52:59,,,. Spacious store and neat. Received good help with honest advice.,. Ruime winkel en netjes. Werden goed geholpen met eerlijk advies.,Biking,1
26103,26103,26103,26103,VORJejTGPJpm6K9zkc/R84QINoEWC7QIlOaQf0jND64=,1,10,1570.0,offline,sale,KIT REPAIR PATCHES,BIKE INNER TUBE,TYRES/SPARE/CAR,1,2.99,VORJejTGPJpm6K9zkc/R84QINoEWC7QIlOaQf0jND64=,,Overzichtelijk,4,2022-04-05 10:59:04,,,. Clear,. Overzichtelijk,Biking,2
26104,26104,26104,26104,RHySTx3qeumrwiTcjnWF69y31YTgptpR4uwIn2coI4c=,1,8,1570.0,offline,sale,MTB BRAKE CABLE AND END,BIKE BRAKE,TYRES/SPARE/CAR,1,3.99,RHySTx3qeumrwiTcjnWF69y31YTgptpR4uwIn2coI4c=,,"Wat ik nodig hebt , kan ik altijd vinden.",5,2022-09-24 11:35:30,,,. I can always find what I need.,". Wat ik nodig hebt , kan ik altijd vinden.",Biking,3
26105,26105,26105,26105,0kUObU7MhTewJK9TNcuVwg+oEQZheUxgjkHVtQxaZs8=,1,8,1570.0,offline,sale,"24X1,9-2,2 S",BIKE INNER TUBE,TYRES/SPARE/CAR,1,3.19,0kUObU7MhTewJK9TNcuVwg+oEQZheUxgjkHVtQxaZs8=,,Lekker ruime winkel,5,2022-06-07 12:36:20,,,. Nice spacious store,. Lekker ruime winkel,Biking,1
26106,26106,26106,26106,+tXjXOYTlK8gq4PPhz0679lcmBxB/JEmsb1p4UJbKUg=,2,10,346.0,offline,sale,PRO4 ENDURANCE 700X23,ROAD BIKE TYRES,TYRES/SPARE/CAR,2,67.98,+tXjXOYTlK8gq4PPhz0679lcmBxB/JEmsb1p4UJbKUg=,Binnenband fiets,Binnenband fiets,4,2023-05-17 15:40:49,,,Inner tube bicycle. Inner tube bicycle,Binnenband fiets. Binnenband fiets,Biking,3
26107,26107,26107,26107,+tXjXOYTlK8gq4PPhz0679lcmBxB/JEmsb1p4UJbKUg=,2,10,346.0,offline,sale,PRO4 ENDURANCE 700X23,ROAD BIKE TYRES,TYRES/SPARE/CAR,2,67.98,+tXjXOYTlK8gq4PPhz0679lcmBxB/JEmsb1p4UJbKUg=,Goede fietsband,"Goedevfietsband, goed getest",4,2023-05-19 10:30:52,,,"Good bicycle tire. Good bicycle tire, well tested","Goede fietsband. Goedevfietsband, goed getest",Biking,0
26108,26108,26108,26108,+tXjXOYTlK8gq4PPhz0679lcmBxB/JEmsb1p4UJbKUg=,2,10,346.0,offline,sale,PRO4 ENDURANCE 700X23,ROAD BIKE TYRES,TYRES/SPARE/CAR,2,67.98,+tXjXOYTlK8gq4PPhz0679lcmBxB/JEmsb1p4UJbKUg=,,Leuke winkel goede prijzen,4,2023-05-17 15:39:14,,,. Nice shop good prices,. Leuke winkel goede prijzen,Biking,1
26109,26109,26109,26109,gD4nx0vKI9xTl1EsliPROjsiN38l2L+ED5cw1q5SA9Q=,1,2,70.0,online,sale,MTB RAISED HANDLEBAR 720MM,BIKE STEERING,TYRES/SPARE/CAR,1,19.99,gD4nx0vKI9xTl1EsliPROjsiN38l2L+ED5cw1q5SA9Q=,,Produkt informatie niet echt duidelijk.,4,2023-04-03 10:29:45,,,. Product information not really clear.,. Produkt informatie niet echt duidelijk.,Biking,1
26110,26110,26110,26110,KmBukkP6Ajzu4zdj01J1ShpzmsnsRtWR7a3rKCPY5Fg=,1,10,1089.0,offline,sale,MULTITOOL BIKE 100,BIK MAINTE TOOL,TYRES/SPARE/CAR,1,5.99,KmBukkP6Ajzu4zdj01J1ShpzmsnsRtWR7a3rKCPY5Fg=,,Oke,5,2023-01-07 09:54:54,,,. Too much,. Oke,Biking,2
26136,26136,26136,26136,8wUvZlUtGZ3O+ncIiZq4XEGwW0RtzlSS3r8lB8dmhLU=,1,1,70.0,online,sale,COVERSHOES 900,RAIN WEATH APP,URBAN/FOLDING B,1,24.99,8wUvZlUtGZ3O+ncIiZq4XEGwW0RtzlSS3r8lB8dmhLU=,Voegt weinig toe,De broek is van een prettig stretch materiaal. Helaas waardeloos in de regen. Na een stevige bui van een kwartiertje is ie compleet doorweekt.,3,2022-09-29 09:52:56,,,"Adds little. The pants are made of a pleasant stretch material. Unfortunately worthless in the rain. After a heavy shower of fifteen minutes, it is completely soaked.",Voegt weinig toe. De broek is van een prettig stretch materiaal. Helaas waardeloos in de regen. Na een stevige bui van een kwartiertje is ie compleet doorweekt.,Biking,0
26137,26137,26137,26137,8wUvZlUtGZ3O+ncIiZq4XEGwW0RtzlSS3r8lB8dmhLU=,1,1,70.0,online,sale,COVERSHOES 900,RAIN WEATH APP,URBAN/FOLDING B,1,24.99,8wUvZlUtGZ3O+ncIiZq4XEGwW0RtzlSS3r8lB8dmhLU=,Goede kwaliteit voor een lage prijs,"Topproduct. Hardshell, laat geen water door. Okselritsen zorgen voor goede ventilatie. Zie maar iets vergelijkbaars te vinden voor deze prijs.",5,2022-09-28 11:26:03,,,"Good quality for a low price. Top product. Hardshell, does not allow water to pass through. Armpit zippers provide good ventilation. See if you can find something comparable for this price.","Goede kwaliteit voor een lage prijs. Topproduct. Hardshell, laat geen water door. Okselritsen zorgen voor goede ventilatie. Zie maar iets vergelijkbaars te vinden voor deze prijs.",Biking,3
26138,26138,26138,26138,LrMfjYaDwbzuqUvTNn8bzVqTjVwu3GDtwrBm12w9aGU=,1,10,256.0,offline,sale,PANT CLIPS 100 YELLOW,CYCL VISIB ACC,URBAN/FOLDING B,1,3.99,LrMfjYaDwbzuqUvTNn8bzVqTjVwu3GDtwrBm12w9aGU=,,"The lady who helped me with my bike purchase for my son was busy but she put down what she was doing to assist me. Later, I had a few queries about bike accessories and again she was only too willing to help me. Very impressed. Check out Keith Lawler purchase on 11 December, I am talking about the lady who helped with that purchase.",5,2023-12-13 10:42:56,,,". The lady who helped me with my bike purchase for my son was busy but she put down what she was doing to assist me. Later, I had a few queries about bike accessories and again she was only too willing to help me. Very impressed. Check out Keith Lawler purchase on 11 December, I am talking about the lady who helped with that purchase.",". The lady who helped me with my bike purchase for my son was busy but she put down what she was doing to assist me. Later, I had a few queries about bike accessories and again she was only too willing to help me. Very impressed. Check out Keith Lawler purchase on 11 December, I am talking about the lady who helped with that purchase.",Biking,0
26139,26139,26139,26139,shKEWhcnmddUjKqLxdOouHkEWcnqlQozAThe1hXRR8I=,1,10,256.0,offline,sale,CITY BIKE ELOPS 520 LF LIGHT BLUE,URBAN TRAD BIK,URBAN/FOLDING B,1,299.99,shKEWhcnmddUjKqLxdOouHkEWcnqlQozAThe1hXRR8I=,It was so easy to bike.,I went to the store and the seller was very helpful. Bought and I am satisfied and got back to buy again for my husband.,5,2022-04-05 18:14:15,,,It was so easy to bike.. I went to the store and the seller was very helpful. Bought and I am satisfied and got back to buy again for my husband.,It was so easy to bike.. I went to the store and the seller was very helpful. Bought and I am satisfied and got back to buy again for my husband.,Biking,0
26149,26149,26149,26149,sF35i32jk6WtSC7AbvilHCfYbPnRX0s/v9Sf2AgUHU4=,1,2,70.0,online,sale,OVERPANT CITY 100,RAIN WEATH APP,URBAN/FOLDING B,1,24.99,sF35i32jk6WtSC7AbvilHCfYbPnRX0s/v9Sf2AgUHU4=,Fijne broek,Goed waterdicht.,5,2023-02-17 06:47:53,,,Nice pants. Good waterproof.,Fijne broek. Goed waterdicht.,Biking,0
26151,26151,26151,26151,pS2GaYP1a86zx+RnJnx5ElBnaiNINpWMzzsjoBpfBZo=,1,10,1088.0,offline,sale,"MTB ST 100 GREY 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,289.99,pS2GaYP1a86zx+RnJnx5ElBnaiNINpWMzzsjoBpfBZo=,,Goed prijs kwaliteit verhouding. Duidelijke uitleg door personeel,5,2023-09-18 09:06:42,,,. Good price-quality ratio. Clear explanation by staff,. Goed prijs kwaliteit verhouding. Duidelijke uitleg door personeel,Biking,0
26157,26157,26157,26157,ImuJCIFI2Duv8/D5rJ+XaHChYpXIr53cICNQnvv+JwE=,1,10,2226.0,offline,sale,RAIN JACKET 540 W BLACK PPE,RAIN WEATH APP,URBAN/FOLDING B,1,69.99,ImuJCIFI2Duv8/D5rJ+XaHChYpXIr53cICNQnvv+JwE=,Een fijne regenjas,"Deze jas heb ik als eerste gekocht ,ben zeer tevreden waterdicht,goede ventilatie openingen heel goed zichtbaar . En oogt lekker sportief . Deze regenjas heeft mij er toe gezet om ook de wat warme uitvoering toe kopen . Ben er heel blij mee",5,2022-11-02 19:29:56,,,"A nice raincoat. I bought this jacket first, I am very satisfied, waterproof, good ventilation openings, very visible. And it looks nice and sporty. This raincoat has convinced me to also buy the somewhat warm version. I'm very happy with it","Een fijne regenjas. Deze jas heb ik als eerste gekocht ,ben zeer tevreden waterdicht,goede ventilatie openingen heel goed zichtbaar . En oogt lekker sportief . Deze regenjas heeft mij er toe gezet om ook de wat warme uitvoering toe kopen . Ben er heel blij mee",Biking,1
26165,26165,26165,26165,FPB3HaSAidl1lJX+Z9qroV0pLKhi8Czr5LipuFHWXlw=,1,1,70.0,online,sale,RIVERSIDE 500E GREEN,ELECTRIC HYBRID,TREKKING GRAVEL,1,999.99,FPB3HaSAidl1lJX+Z9qroV0pLKhi8Czr5LipuFHWXlw=,,"Betaalbare elektrische fietsen, moeilijk accessoires vinden.",4,2023-02-24 18:24:01,,,". Affordable electric bicycles, difficult to find accessories.",". Betaalbare elektrische fietsen, moeilijk accessoires vinden.",Biking,0
26469,26469,26469,26469,8aOMHU14OYdbZNYCDYvB5Y8pIRGOCdIXJDAOL1pGxzQ=,1,10,1161.0,offline,sale,TABLET SUPPORT,TURBO TRAINER,BIKE ACCESSORIE,1,34.99,8aOMHU14OYdbZNYCDYvB5Y8pIRGOCdIXJDAOL1pGxzQ=,,"Telefonisch niet direct bereikbaar vanwege drukte, maar uitstekend geholpen door de winkelmedewerkers! Zeer vriendelijk en behulpzaam.",5,2023-01-23 09:10:34,,,". Not immediately available by phone due to crowds, but excellent help from the store employees! Very friendly and helpful.",". Telefonisch niet direct bereikbaar vanwege drukte, maar uitstekend geholpen door de winkelmedewerkers! Zeer vriendelijk en behulpzaam.",Biking,1
26470,26470,26470,26470,ub608q1bJB/MxL6Kg6vAVtTvOIT2CHJ/OfDJ+p0ai8M=,1,10,664.0,offline,sale,STEEL FRONT EASY FIX BASKET,BASKET,BIKE ACCESSORIE,1,24.99,ub608q1bJB/MxL6Kg6vAVtTvOIT2CHJ/OfDJ+p0ai8M=,,goed advies,5,2022-08-09 11:57:20,,,. good advice,. goed advies,Biking,1
26471,26471,26471,26471,2CjYCsAWGdjd3UDoG1THoErjnLpxAXHV2jEp6AYHMtg=,1,8,2224.0,offline,sale,MTB AUTO PEDALS 520,PEDAL CLEATS,BIKE ACCESSORIE,1,24.99,2CjYCsAWGdjd3UDoG1THoErjnLpxAXHV2jEp6AYHMtg=,Perfecte schoen,Goeie schoen past goed zit lekker en dat voor een mooie prijs,5,2023-05-22 18:55:50,,,"Perfect shoe. Good shoe, fits well, feels good and for a good price",Perfecte schoen. Goeie schoen past goed zit lekker en dat voor een mooie prijs,Biking,2
26472,26472,26472,26472,2CjYCsAWGdjd3UDoG1THoErjnLpxAXHV2jEp6AYHMtg=,1,8,2224.0,offline,sale,MTB AUTO PEDALS 520,PEDAL CLEATS,BIKE ACCESSORIE,1,24.99,2CjYCsAWGdjd3UDoG1THoErjnLpxAXHV2jEp6AYHMtg=,,Vriendelijk personeel. Deskundig advies. Niet opdringerig. Prettig om te winkelen,5,2023-05-04 06:57:08,,,. Friendly staff. Expert advice. Not pushy. Pleasant for shopping,. Vriendelijk personeel. Deskundig advies. Niet opdringerig. Prettig om te winkelen,Biking,3
26473,26473,26473,26473,2CjYCsAWGdjd3UDoG1THoErjnLpxAXHV2jEp6AYHMtg=,1,8,2224.0,offline,sale,MTB AUTO PEDALS 520,PEDAL CLEATS,BIKE ACCESSORIE,1,24.99,2CjYCsAWGdjd3UDoG1THoErjnLpxAXHV2jEp6AYHMtg=,Perfect,Gewoon goed,5,2023-05-22 18:56:15,,,Perfect. Just good,Perfect. Gewoon goed,Biking,0
26474,26474,26474,26474,XXDzrGY5fJ9WXKqsH2AqZk1FCtFi9PKyEcw21n5bvQU=,1,10,2224.0,offline,sale,BIKE LOCK 100 KEY GREY,BIKE LOCKS,BIKE ACCESSORIE,1,5.99,XXDzrGY5fJ9WXKqsH2AqZk1FCtFi9PKyEcw21n5bvQU=,,Mooie collectie en scherpe prijs,4,2022-07-03 09:45:52,,,. Nice collection and competitive price,. Mooie collectie en scherpe prijs,Biking,0
26475,26475,26475,26475,ZXUff49u2fYPkaSeYzeZTplqzgeUvaeVDOwQWE6Eoyk=,1,10,256.0,offline,sale,BOTTLE CAGE SIDE ENTRY,BOTTLE/CAGE,BIKE ACCESSORIE,1,6.99,ZXUff49u2fYPkaSeYzeZTplqzgeUvaeVDOwQWE6Eoyk=,Ik kan na 1 week nog geen goed oordeel geven.,Ik kan na 1 week nog geen goed oordeel geven,4,2023-08-20 09:28:57,,,I can't give a good opinion after 1 week. I can't give a good opinion after 1 week,Ik kan na 1 week nog geen goed oordeel geven.. Ik kan na 1 week nog geen goed oordeel geven,Biking,2
26476,26476,26476,26476,ZXUff49u2fYPkaSeYzeZTplqzgeUvaeVDOwQWE6Eoyk=,1,10,256.0,offline,sale,BOTTLE CAGE SIDE ENTRY,BOTTLE/CAGE,BIKE ACCESSORIE,1,6.99,ZXUff49u2fYPkaSeYzeZTplqzgeUvaeVDOwQWE6Eoyk=,,"Op zaterdag een fiets gekocht met de afspraak deze op maandag om 12 uur op te halen omdat de fiets geprepareerd moest worden en dat zou 3 uur duren. Komen we op maandag netjes op tijd, om 12 uur dus, fiets niet klaar was helemaal niks aan gedaan. Werknemer ging er wel meteen mee aan de slag maar om te zorgen dat hij het niet zou afraffelen ben ik maar even naar de bioscoop gegaan met mijn zoontje, weer 30 euro armer.",1,,,,". Bought a bicycle on Saturday with the agreement to pick it up on Monday at 12 noon because the bicycle had to be prepared and that would take 3 hours. We arrive on time on Monday, at 12 o'clock, but the bike is not ready and nothing has been done about it. The employee immediately started working on it, but to ensure that he would not rush it, I went to the cinema with my son, again 30 euros poorer.",". Op zaterdag een fiets gekocht met de afspraak deze op maandag om 12 uur op te halen omdat de fiets geprepareerd moest worden en dat zou 3 uur duren. Komen we op maandag netjes op tijd, om 12 uur dus, fiets niet klaar was helemaal niks aan gedaan. Werknemer ging er wel meteen mee aan de slag maar om te zorgen dat hij het niet zou afraffelen ben ik maar even naar de bioscoop gegaan met mijn zoontje, weer 30 euro armer.",Biking,4
26477,26477,26477,26477,hBivqkXlm8KRlLHjg1jaJ7uRR81Jq2I+4vKpUkorr9s=,1,10,1570.0,offline,sale,BIKE RING LOCK 920 ART2 2022,BIKE LOCKS,BIKE ACCESSORIE,1,19.99,hBivqkXlm8KRlLHjg1jaJ7uRR81Jq2I+4vKpUkorr9s=,,"Werd onvriendelijk geholpen voor een aankoop van een fiets , ben ook niet te vreden met de opties die ik kon nemen op de fiets bij de verkoper",1,2022-07-03 17:10:00,,,". Received unfriendly help for the purchase of a bicycle, I am also not satisfied with the options I could take on the bicycle from the seller",". Werd onvriendelijk geholpen voor een aankoop van een fiets , ben ook niet te vreden met de opties die ik kon nemen op de fiets bij de verkoper",Biking,6
26478,26478,26478,26478,rdpFO7wLyqIZhs2DmWpPzkjkX4v+rBsSg3T6nlsSKzM=,1,8,1570.0,offline,sale,ROAD HAND PUMP BLACK,BIKE PUMPS,BIKE ACCESSORIE,1,16.99,rdpFO7wLyqIZhs2DmWpPzkjkX4v+rBsSg3T6nlsSKzM=,,"Nieuwe racefiets opgehaald, prima geholpen met montage van pedalen en accescoires, en versnellingen fiets nog even afgesteld door deskundige en vriendelijke jongedame (naam ben ik even vergeten, maar ze had een flitsend kapsel..)",5,2022-12-03 09:55:36,,,". Picked up a new racing bike, excellent help with mounting pedals and accessories, and bicycle gears were adjusted by an expert and friendly young lady (I forgot her name, but she had a flashy haircut...)",". Nieuwe racefiets opgehaald, prima geholpen met montage van pedalen en accescoires, en versnellingen fiets nog even afgesteld door deskundige en vriendelijke jongedame (naam ben ik even vergeten, maar ze had een flitsend kapsel..)",Biking,4
26479,26479,26479,26479,a3TLJk15+A9fvdXoUhXeeZ5puU4H/+Lr+/PhGQ0JRT8=,1,1,70.0,online,sale,PAIR OF SCREWS BOTTLE CAGE,BOTTLE/CAGE,BIKE ACCESSORIE,1,2.09,a3TLJk15+A9fvdXoUhXeeZ5puU4H/+Lr+/PhGQ0JRT8=,,-,5,2023-01-23 11:40:29,,,,. -,Biking,0
26480,26480,26480,26480,7j76zx9xJTyDznjZEFtfLjhvZ6hBuUbtmj0HvRhQuwM=,1,1,70.0,online,sale,SPD COMPATIBLE CLEATS,PEDAL CLEATS,BIKE ACCESSORIE,1,11.99,7j76zx9xJTyDznjZEFtfLjhvZ6hBuUbtmj0HvRhQuwM=,Prima schoenen,Prima prijs kwaliteit verhouding. Ik gebruik de schoenen hoofdzakelijk voor de spinning lessen en ze bevallen uitstekend,4,2023-06-04 10:07:53,,,Great shoes. Excellent price-quality ratio. I mainly use the shoes for spinning classes and they are great,Prima schoenen. Prima prijs kwaliteit verhouding. Ik gebruik de schoenen hoofdzakelijk voor de spinning lessen en ze bevallen uitstekend,Biking,2
26481,26481,26481,26481,R4+JkpjuUbmnsQ6GwD6HfHP1RZBmcQui5TvOYRkcABE=,1,8,1186.0,offline,sale,KICKSTAND 500 ADULT 26-28,BIKE KICKSTANDS,BIKE ACCESSORIE,1,13.99,R4+JkpjuUbmnsQ6GwD6HfHP1RZBmcQui5TvOYRkcABE=,Een goeie fiets voor dat prijs.,Het fiets rijdt lekker. Het voorblad mag ietsje groter zijn. Al in al een redelijke goeie fiets.,4,2022-12-17 14:34:51,,,A good bike for that price. The bike rides well. The front page could be slightly larger. All in all a pretty good bike.,Een goeie fiets voor dat prijs.. Het fiets rijdt lekker. Het voorblad mag ietsje groter zijn. Al in al een redelijke goeie fiets.,Biking,0
26482,26482,26482,26482,R4+JkpjuUbmnsQ6GwD6HfHP1RZBmcQui5TvOYRkcABE=,1,8,1186.0,offline,sale,KICKSTAND 500 ADULT 26-28,BIKE KICKSTANDS,BIKE ACCESSORIE,1,13.99,R4+JkpjuUbmnsQ6GwD6HfHP1RZBmcQui5TvOYRkcABE=,,Goed,4,2023-01-31 19:17:14,,,. Good,. Goed,Biking,1
26483,26483,26483,26483,WPBBLs8x91Xz2VefBVeT6+EDZnqc3g7so9I0ZTuMX0k=,1,10,1186.0,offline,sale,SMARTPHONE HOLDER EASY,BIKE SMARTPHONE,BIKE ACCESSORIE,1,14.99,WPBBLs8x91Xz2VefBVeT6+EDZnqc3g7so9I0ZTuMX0k=,Super telefoonhouder voor op racefiets.,Makkelijk te monteren ook op de stuurpen. Meegeleverde tie-raps om het extra goed en veilig te monteren. Door het Garmin klik bevestiging kan je ook Garmin fietscomputers makkelijk er op zetten of je telefoon.,5,2023-08-09 08:34:16,,,"Super phone holder for racing bikes. Easy to mount also on the stem. Supplied tie-raps to assemble it extra well and safely. Thanks to the Garmin click mounting, you can also easily mount Garmin bicycle computers or your phone.",Super telefoonhouder voor op racefiets.. Makkelijk te monteren ook op de stuurpen. Meegeleverde tie-raps om het extra goed en veilig te monteren. Door het Garmin klik bevestiging kan je ook Garmin fietscomputers makkelijk er op zetten of je telefoon.,Biking,6
26484,26484,26484,26484,WPBBLs8x91Xz2VefBVeT6+EDZnqc3g7so9I0ZTuMX0k=,1,10,1186.0,offline,sale,SMARTPHONE HOLDER EASY,BIKE SMARTPHONE,BIKE ACCESSORIE,1,14.99,WPBBLs8x91Xz2VefBVeT6+EDZnqc3g7so9I0ZTuMX0k=,,"Prima kwaliteit, goede prijs en ruim assortiment.",5,2023-08-08 09:00:00,,,". Excellent quality, good price and wide range.",". Prima kwaliteit, goede prijs en ruim assortiment.",Biking,0
26485,26485,26485,26485,g6s+hv8ElGfD0mqLJfErv4HhnW0xmukDOneOClWmiNk=,1,10,1089.0,offline,sale,C02  COMPACT INFLATOR 20G  MTB,BIKE PUMPS,BIKE ACCESSORIE,1,15.99,g6s+hv8ElGfD0mqLJfErv4HhnW0xmukDOneOClWmiNk=,Top fan van Decathlon,Top produckten,5,2022-08-08 20:29:46,,,Top fan of Decathlon. Top products,Top fan van Decathlon. Top produckten,Biking,6
26486,26486,26486,26486,g6s+hv8ElGfD0mqLJfErv4HhnW0xmukDOneOClWmiNk=,1,10,1089.0,offline,sale,C02  COMPACT INFLATOR 20G  MTB,BIKE PUMPS,BIKE ACCESSORIE,1,15.99,g6s+hv8ElGfD0mqLJfErv4HhnW0xmukDOneOClWmiNk=,,Ik ben sowieso een echte fan van Decathlon,5,2022-08-08 20:27:44,,,. I'm a real fan of Decathlon anyway,. Ik ben sowieso een echte fan van Decathlon,Biking,6
26487,26487,26487,26487,/e6xO5OWGvUplYuS3c+LF/JpYH+jW6w8LAhRrx/9mTE=,2,10,897.0,offline,sale,BABY SEATS GROOVY RACK,BABY SEATS,BIKE ACCESSORIE,1,44.99,/e6xO5OWGvUplYuS3c+LF/JpYH+jW6w8LAhRrx/9mTE=,Beste koop!,"Een mooie,  veilige,  heerlijk fietsende fiets voor een top prijs",5,2022-08-21 01:28:58,,,"Best Buy!. A beautiful, safe, great cycling bike for a top price","Beste koop!. Een mooie,  veilige,  heerlijk fietsende fiets voor een top prijs",Biking,0
26488,26488,26488,26488,uWyIktPapm0/av+LeQShmLLmGyrbd4iIMNxCUcgA2rg=,1,1,70.0,online,sale,HOME TRAINER MAT,TURBO TRAINER,BIKE ACCESSORIE,1,38.99,uWyIktPapm0/av+LeQShmLLmGyrbd4iIMNxCUcgA2rg=,,Prima geregeld alles . Goede info over levering die overigens perfect op tijd  was,5,2022-09-19 08:45:19,,,". Everything was well organised. Good information about delivery, which was perfectly on time",. Prima geregeld alles . Goede info over levering die overigens perfect op tijd  was,Biking,4
26489,26489,26489,26489,9Uk6bsqQPRnVEEpVpbf4bNNWfQl2P9hB4m8kMkOnyBM=,1,10,1089.0,offline,sale,PAIR OF SCREWS BOTTLE CAGE,BOTTLE/CAGE,BIKE ACCESSORIE,1,2.09,9Uk6bsqQPRnVEEpVpbf4bNNWfQl2P9hB4m8kMkOnyBM=,,Nu al 2x op advies van een medewerker iets aangeschaft wat helemaal niet nodig was.,4,2023-06-19 18:40:11,,,". Twice now, on the advice of an employee, I have purchased something that was not necessary at all.",. Nu al 2x op advies van een medewerker iets aangeschaft wat helemaal niet nodig was.,Biking,3
26553,26553,26553,26553,PIOmoiY6B1nwWVlMtwuZwijVVwgK5Ckov4uZdyjTvMw=,1,8,1570.0,offline,sale,"26"""" ST 500 ORANGE",JR MTB BIKES,KID CYCLING AND,1,279.99,PIOmoiY6B1nwWVlMtwuZwijVVwgK5Ckov4uZdyjTvMw=,,Wij werden goed geholpen.,5,2023-07-05 05:24:42,,,. We were helped well.,. Wij werden goed geholpen.,Biking,3
26554,26554,26554,26554,K+R9QoKB10mFZRGwBl8FMOg1s3sf6HjXr1cJn4MWsI0=,1,2,70.0,online,sale,KIDS BIKE KICKSTAND 100 .,KIDS ACC 6-12 Y,KID CYCLING AND,1,7.99,K+R9QoKB10mFZRGwBl8FMOg1s3sf6HjXr1cJn4MWsI0=,Super prijs kwaliteit verhouding,Super fiets voor mijn dochter.Zeer goede kwaliteit.Rijd als een zonnetje.,5,2022-02-22 19:39:37,,,Super price-quality ratio. Super bike for my daughter. Very good quality. Rides like a charm.,Super prijs kwaliteit verhouding. Super fiets voor mijn dochter.Zeer goede kwaliteit.Rijd als een zonnetje.,Biking,0
26555,26555,26555,26555,zo+bXHXfXwyO+uGIAlgEjmf/LPLrB2m/guYkgnH8Hds=,1,10,2093.0,offline,sale,"TRAINING WHEELS 500 14-16""""",KIDS LEARN ACC,KID CYCLING AND,1,17.99,zo+bXHXfXwyO+uGIAlgEjmf/LPLrB2m/guYkgnH8Hds=,Zonde van je geld,Nvt,1,2023-05-30 09:51:53,,,Waste of your money. N/A,Zonde van je geld. Nvt,Biking,6
26556,26556,26556,26556,zo+bXHXfXwyO+uGIAlgEjmf/LPLrB2m/guYkgnH8Hds=,1,10,2093.0,offline,sale,"TRAINING WHEELS 500 14-16""""",KIDS LEARN ACC,KID CYCLING AND,1,17.99,zo+bXHXfXwyO+uGIAlgEjmf/LPLrB2m/guYkgnH8Hds=,Zonde van je geld,.,1,2023-05-30 09:51:56,,,Waste of your money. .,Zonde van je geld. .,Biking,2
