,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic,topic_name,x,y,z,x1,y1
1472,22100,22100,22100,0cIv/oYzWI57HmMXVqsC7TmJbEbyfR7w4KM3HJzLkAg=,2,1,70.0,online,return,3S TIGHT DARK GREY PINK SS21,WOMAN TS LEGG,FITNESS TRAININ,-1,-19.99,0cIv/oYzWI57HmMXVqsC7TmJbEbyfR7w4KM3HJzLkAg=,Veel te strak,"Op zich een heel mooie sporttop maar hij zat heel erg strak om het lijf. Er viel niet vrij in te bewegen. Dus retour gestuurd. Voor jongere, slanke dames waarschijnlijk wel een fijne sporttop.",3,2022-04-11 22:24:35,,,"Way too tight. In itself a very nice sports top, but it was very tight around the body. There was no freedom of movement. So sent back. Probably a nice sports top for younger, slim ladies.","Veel te strak. Op zich een heel mooie sporttop maar hij zat heel erg strak om het lijf. Er viel niet vrij in te bewegen. Dus retour gestuurd. Voor jongere, slanke dames waarschijnlijk wel een fijne sporttop.",Fitness and Yoga,17,17,Fitness Gear,10.887253,3.378886,8.700224,11.079519,-3.0280578
1473,22101,22101,22101,h9Wb4fj1o93yXfGyJqe1fCb9Lr2VVNqd8m5jXFPAGUU=,1,8,897.0,offline,sale,JUMP ROPE100,FIT JUMPIN ROPE,FITNESS TRAININ,1,4.99,h9Wb4fj1o93yXfGyJqe1fCb9Lr2VVNqd8m5jXFPAGUU=,,Alles naar wens,5,2023-08-10 10:18:26,,,. Everything according to your wishes,. Alles naar wens,Fitness and Yoga,12,12,Price-Quality Evaluation,9.057733,-0.13459069,9.925626,9.696669,5.138099
1474,22102,22102,22102,XXzVG0mY9Gob2lj+aT/J2OArH3llEQvw1oZusNWGWuw=,1,8,1570.0,offline,sale,TANK FTA 100 W BLACK,W ESSENTIAL,FITNESS TRAININ,1,5.99,XXzVG0mY9Gob2lj+aT/J2OArH3llEQvw1oZusNWGWuw=,Prettig shirt,Prettig shirt voor een zacht prijsje,5,2023-08-11 11:01:30,,,Nice shirt. Nice shirt for a reasonable price,Prettig shirt. Prettig shirt voor een zacht prijsje,Fitness and Yoga,18,18,Fitness Clothing,7.132553,3.6967473,5.8310823,6.4131885,-1.6162835
1475,22103,22103,22103,XXzVG0mY9Gob2lj+aT/J2OArH3llEQvw1oZusNWGWuw=,1,8,1570.0,offline,sale,TANK FTA 100 W BLACK,W ESSENTIAL,FITNESS TRAININ,1,5.99,XXzVG0mY9Gob2lj+aT/J2OArH3llEQvw1oZusNWGWuw=,,"Prettig gewinkeld, vriendelijk personeel",5,2023-07-22 08:23:33,,,". Pleasant shopping, friendly staff",". Prettig gewinkeld, vriendelijk personeel",Fitness and Yoga,14,14,Store and Staff,6.4184523,-1.7822818,9.09238,13.645068,2.840025
1476,22104,22104,22104,fy4VrATvF1ku/XX87t9hlepQ8vZIY+oTqyrET6p83pI=,1,10,1161.0,offline,sale,LEGGING 500 SLIM PRINT PURPLE,WOMAN TS LEGG,FITNESS TRAININ,1,11.99,fy4VrATvF1ku/XX87t9hlepQ8vZIY+oTqyrET6p83pI=,Schrijnt niet door en zit goed,"1x aangehad, en zit goed. Highwaist is fijn met rennen en rekken. Rekt niet heel erg,  maar genoeg om het aan te doen. Zit we zelfs aan te denken om nog eentje te halen.",4,2022-10-28 12:59:05,,,"Doesn't shine through and fits well. Worn once and fits well. Highwaist is great for running and stretching. Not much stretch, but enough to wear it. We're even thinking about getting another one.","Schrijnt niet door en zit goed. 1x aangehad, en zit goed. Highwaist is fijn met rennen en rekken. Rekt niet heel erg,  maar genoeg om het aan te doen. Zit we zelfs aan te denken om nog eentje te halen.",Fitness and Yoga,1,1,Size-Fit Evaluation,9.206616,3.5052261,7.052205,7.9521074,-0.67834914
1477,22105,22105,22105,fy4VrATvF1ku/XX87t9hlepQ8vZIY+oTqyrET6p83pI=,1,10,1161.0,offline,sale,LEGGING 500 SLIM PRINT PURPLE,WOMAN TS LEGG,FITNESS TRAININ,1,11.99,fy4VrATvF1ku/XX87t9hlepQ8vZIY+oTqyrET6p83pI=,,.,5,2022-10-28 12:55:02,,,,. .,Fitness and Yoga,2,2,Unknown,-19.261843,0.72782624,7.837773,-16.124363,20.826572
1478,22106,22106,22106,PVyc34fNPdFBIdRnXqaE9kulIx2UKve9auXK3dicBT8=,1,4,70.0,online,sale,PVC DUMBBELLS 2*3 KGS,WEIGHTS&ELAST.,FITNESS TRAININ,1,24.99,PVyc34fNPdFBIdRnXqaE9kulIx2UKve9auXK3dicBT8=,,Zeer hulpvaardige medewerkers zowel in de zaak als achter de balie!,5,2022-08-04 13:16:09,,,. Very helpful employees both in the store and behind the counter!,. Zeer hulpvaardige medewerkers zowel in de zaak als achter de balie!,Fitness and Yoga,14,14,Store and Staff,6.4857135,-1.6868294,9.416307,13.678435,3.1731524
1479,22108,22108,22108,OC9ssEgVCgnHQMpgbZI7SRMI4A39pqV9muXn3/UEzNU=,1,10,256.0,offline,sale,TS500 REG GYM HEATHER DARKGREEN,WOMAN TS LEGG,FITNESS TRAININ,1,6.99,OC9ssEgVCgnHQMpgbZI7SRMI4A39pqV9muXn3/UEzNU=,,Heel goede ervaring.,5,2022-09-15 11:02:28,,,. Very good experience.,. Heel goede ervaring.,Fitness and Yoga,12,12,Price-Quality Evaluation,9.418139,-1.2224648,9.301085,8.847916,4.9023223
1480,22109,22109,22109,tRGKlQzqeEG0pDQ2nz3rEYcd2A8UnI8MWdvebae2GJM=,2,2,70.0,online,return,CYCLISTE BLACK  3S ADIDAS,W ESSENTIAL,FITNESS TRAININ,-1,-18.99,tRGKlQzqeEG0pDQ2nz3rEYcd2A8UnI8MWdvebae2GJM=,Niet zoals op de foto,In principe een goed broekje !  Goede kwaliteit en stevig. Maar het is helemaal niet het zelfde als op de foto!  Die van mij is erg kort en helemaal niet tot aan de knieën. Daarnaast heeft hij ook niet die stevige high waist band zoals je ziet op het plaatje. Jammer genoeg kan ik geen foto hier in zetten. Graag contact met mij op nemen mbt de order.,1,,,,"Not like in the photo. Basically a good pair of pants! Good quality and sturdy. But it's not at all the same as in the photo! Mine is very short and not at all to the knees. In addition, it does not have that sturdy high waist band as you see in the picture. Unfortunately I can't put a photo here. Please contact me regarding the order.",Niet zoals op de foto. In principe een goed broekje !  Goede kwaliteit en stevig. Maar het is helemaal niet het zelfde als op de foto!  Die van mij is erg kort en helemaal niet tot aan de knieën. Daarnaast heeft hij ook niet die stevige high waist band zoals je ziet op het plaatje. Jammer genoeg kan ik geen foto hier in zetten. Graag contact met mij op nemen mbt de order.,Fitness and Yoga,13,13,Fitness Clothing,9.28134,5.223697,7.576625,9.190586,-1.804234
1481,22112,22112,22112,iLcREQqUzscKkUe1RvhenvN4QWzxyTtg2fyrTCjoYHQ=,1,8,896.0,offline,sale,LEGGING FTI 120 W ANIMAL BLACK,W ESSENTIAL,FITNESS TRAININ,1,11.99,iLcREQqUzscKkUe1RvhenvN4QWzxyTtg2fyrTCjoYHQ=,Topbroek,Prettige sportbroek,5,2023-02-01 10:22:02,,,Top pants. Nice sports pants,Topbroek. Prettige sportbroek,Fitness and Yoga,13,13,Fitness Clothing,9.991924,5.1818733,7.8163004,9.952325,-2.5772476
1482,22113,22113,22113,Xbou3wMJFrnt3aDWFNOojBQj8DEjaQu3Fx1P/vSHrYU=,1,1,70.0,online,sale,SHORT 500 REGULAR,WOMAN SHORT TK,FITNESS TRAININ,2,15.98,Xbou3wMJFrnt3aDWFNOojBQj8DEjaQu3Fx1P/vSHrYU=,,Op de website staan veel producten die niet (meer) leverbaar zijn of tijdelijk uitverkocht. Een beetje teveel naar mijn idee en het duurt vaak te lang voordat ze weer op voorraad zijn.Levertijd is behoorlijk lang,4,2022-07-17 15:20:07,,,. The website contains many products that are no longer available or temporarily sold out. A bit too much in my opinion and it often takes too long before they are back in stock. Delivery time is quite long,. Op de website staan veel producten die niet (meer) leverbaar zijn of tijdelijk uitverkocht. Een beetje teveel naar mijn idee en het duurt vaak te lang voordat ze weer op voorraad zijn.Levertijd is behoorlijk lang,Fitness and Yoga,0,0,Delivery,7.0571895,0.69586235,9.684537,11.733817,4.635421
1483,22115,22115,22115,4fSPy5uyybS7zl+I0B6/SbBmamS5606DUfdikoB6N64=,1,5,70.0,online,sale,SHORT FST120 F 2IN1 BLACK,W ESSENTIAL,FITNESS TRAININ,1,8.99,4fSPy5uyybS7zl+I0B6/SbBmamS5606DUfdikoB6N64=,Halterbank,"Heel fijn bankje je kan hem in 2 standen gebruiken, je kan er veel verschillende oefeningen mee doen. Hij is op mijn hoogte kan goed met voeten op de grond staan als ik er op lig of in zit. (Ik ben 1m50).",5,2022-07-27 10:54:57,,,"Weight bench. Very nice bench, you can use it in 2 positions, you can do many different exercises with it. It is at my height and I can stand well with my feet on the ground when I lie on it or sit in it. (I'm 1m50).","Halterbank. Heel fijn bankje je kan hem in 2 standen gebruiken, je kan er veel verschillende oefeningen mee doen. Hij is op mijn hoogte kan goed met voeten op de grond staan als ik er op lig of in zit. (Ik ben 1m50).",Fitness and Yoga,8,8,Fitness Gear,11.082554,0.52368593,7.4134965,6.908694,3.521572
1484,22116,22116,22116,4fSPy5uyybS7zl+I0B6/SbBmamS5606DUfdikoB6N64=,1,5,70.0,online,sale,SHORT FST120 F 2IN1 BLACK,W ESSENTIAL,FITNESS TRAININ,1,8.99,4fSPy5uyybS7zl+I0B6/SbBmamS5606DUfdikoB6N64=,2 in 1 fitness broekje,"Hij zit heel fijn, de stof is lekker zacht, hij heeft een goede pasvorm om je buik en benen.",5,2022-08-02 18:53:51,,,"2 in 1 fitness pants. It fits very comfortably, the fabric is nice and soft, it fits well around your stomach and legs.","2 in 1 fitness broekje. Hij zit heel fijn, de stof is lekker zacht, hij heeft een goede pasvorm om je buik en benen.",Fitness and Yoga,13,13,Fitness Clothing,9.552855,5.3352814,7.3661623,9.139952,-2.0167122
1485,22117,22117,22117,0HQ0WmTBCwDlE88AF8GgjiotweU5mBCZdDvHb4xdFgc=,1,2,70.0,online,sale,GAFSH 900 BLUE FOIL,WOMEN'S GYM APP,GYMNASTICS ACCR,1,11.99,0HQ0WmTBCwDlE88AF8GgjiotweU5mBCZdDvHb4xdFgc=,,Hen bestelling gedaan maar hoor vervolgens niets meer.,1,,,,. Placed their order but then heard nothing more.,. Hen bestelling gedaan maar hoor vervolgens niets meer.,Fitness and Yoga,0,0,Delivery,6.8939095,0.71971077,10.01501,11.9729805,5.0014024
1486,22157,22157,22157,XE0u30bIhd5sdn8tFWAtoKSYCwzMa9z3gs/uDElW098=,1,2,70.0,online,sale,LEGGING 500 BG LEGGINGS BLY,AWAKEN SPORT AP,KIDS SPORTIVE E,1,5.99,XE0u30bIhd5sdn8tFWAtoKSYCwzMa9z3gs/uDElW098=,,Uitstekend,4,2022-10-16 18:46:46,,,. Excellent,. Uitstekend,Fitness and Yoga,5,5,Good Product,9.987398,-2.5068989,11.581687,8.289832,8.114662
1487,22158,22158,22158,b38nUT1IyAgUjOq8TitTp3bTumNCoyq9Yt0YI3llsCw=,1,2,70.0,online,sale,ATHLETICS EASY CHILD INDIGO BLUE,JUNIOR MULTISPO,KIDS SPORTIVE E,2,33.98,b38nUT1IyAgUjOq8TitTp3bTumNCoyq9Yt0YI3llsCw=,,"Snel geleverd en goede kwaliteitZeker niet duur , top",5,2022-10-31 18:39:07,,,". Delivered quickly and good quality. Certainly not expensive, great",". Snel geleverd en goede kwaliteitZeker niet duur , top",Fitness and Yoga,0,0,Delivery,7.979722,0.9086519,9.847326,10.742561,4.674061
1488,22159,22159,22159,+DugFBEO4NP6DpbWVAQz7+2KUVsB4wBhn5LA+G4moMg=,2,2,70.0,online,return,TRACKSUIT PUMA S500 AW22 BLUE,TRACKSUIT BOY,KIDS SPORTIVE E,-1,-19.99,+DugFBEO4NP6DpbWVAQz7+2KUVsB4wBhn5LA+G4moMg=,Helaas tot 2x toe alleen het jasje ontvangen.,Zo jammer. Wilden dit setje zo graag hebben vanwege de positieve reacties. Ook op de broek. 2x besteld en 2x alleen het vestje ontvangen.3x is scheepsrecht?,4,,,,"Unfortunately, only received the jacket twice. Such a shame. We really wanted this set because of the positive reactions. Also on the pants. Ordered twice and only received the vest twice. 3x is a charm?",Helaas tot 2x toe alleen het jasje ontvangen.. Zo jammer. Wilden dit setje zo graag hebben vanwege de positieve reacties. Ook op de broek. 2x besteld en 2x alleen het vestje ontvangen.3x is scheepsrecht?,Fitness and Yoga,13,13,Fitness Clothing,8.902466,4.6595893,7.1062517,9.341802,-0.90439284
1489,22246,22246,22246,wCQ+VITBP90eSLa2upjVDD4+Nv8Dc0nHxXHanbesnWo=,1,5,70.0,online,sale,OCTOGONAL 300 FOAM PAD,PROTECT TRAMPO,AFTER SALE FITN,1,24.99,wCQ+VITBP90eSLa2upjVDD4+Nv8Dc0nHxXHanbesnWo=,,"Trampoline rand.....Klitteband zit aan de verkeerde kant, dan moet je dus alles opnieuw kopen ipv een deel vervangen",2,2022-08-31 09:05:09,,,". Trampoline edge.....Velcro is on the wrong side, so you have to buy everything again instead of replacing part",". Trampoline rand.....Klitteband zit aan de verkeerde kant, dan moet je dus alles opnieuw kopen ipv een deel vervangen",Fitness and Yoga,8,8,Fitness Gear,9.35305,1.1100112,6.947986,8.023627,2.6369658
1490,22329,22329,22329,2Ukx3tIbm6og3DGDuEt9WDMkNkjAEsoPLlNDY/z0QpM=,1,2,70.0,online,sale,DYN YOGA W TANK LIGHT BLUE,WOMAN YOGA,YOGA,1,7.99,2Ukx3tIbm6og3DGDuEt9WDMkNkjAEsoPLlNDY/z0QpM=,,De artikelen die ik gekocht heb zijn wel goed............maar de levertijd is echt een ramp. Heb 2 weken moeten wachten op mijn spullen.,3,2022-08-04 13:16:10,,,. The items I bought are good...........but the delivery time is really a disaster. I had to wait 2 weeks for my stuff.,. De artikelen die ik gekocht heb zijn wel goed............maar de levertijd is echt een ramp. Heb 2 weken moeten wachten op mijn spullen.,Fitness and Yoga,0,0,Delivery,7.4430404,0.7527059,9.795621,11.422386,4.6132894
1491,22330,22330,22330,80r0M013ywFJo76eQUbUz9fMNb3mLq2jGi9nut4DSqY=,1,1,70.0,online,sale,SOFT YOGA M PANT BLACK,MAN YOGA,YOGA,1,24.99,80r0M013ywFJo76eQUbUz9fMNb3mLq2jGi9nut4DSqY=,,"Super tevreden over kwaliteit, levering en prijs",5,2023-03-23 18:27:55,,,". Very satisfied with quality, delivery and price",". Super tevreden over kwaliteit, levering en prijs",Fitness and Yoga,0,0,Delivery,8.175342,0.6329471,9.878032,10.670611,4.6728773
1492,22376,22376,22376,czqebsPZcMLhUA+WrD+jqKWnXTTOSZffJAjC6ic6Bww=,1,2,70.0,online,sale,TRAINING BAND 5 KG ELASTIC BLU,BODYWEIGHT ACC,MUSCLE & CROSS,1,5.99,czqebsPZcMLhUA+WrD+jqKWnXTTOSZffJAjC6ic6Bww=,Als beginnende sporter is hij precies goed,Heb deze gekocht op aanraden van mijn fysiotherapeut om hier de spieren in mijn rug te versterken,5,2023-07-24 09:36:35,,,As a novice athlete he is just right. I bought this on the advice of my physiotherapist to strengthen the muscles in my back,Als beginnende sporter is hij precies goed. Heb deze gekocht op aanraden van mijn fysiotherapeut om hier de spieren in mijn rug te versterken,Fitness and Yoga,8,8,Fitness Gear,9.885603,1.3244117,7.1756935,8.048109,2.379025
1493,22377,22377,22377,Z4HInu1S3xqIStkrt1M747FA67t/9LwFXD6zSCw92Zc=,1,8,1161.0,offline,sale,WHEY PROTEIN BIO VANILLA 455G,PROT / COMPL,MUSCLE & CROSS,1,18.99,Z4HInu1S3xqIStkrt1M747FA67t/9LwFXD6zSCw92Zc=,Goed produkt,prima,5,2023-03-28 09:06:54,,,Good product. fine,Goed produkt. prima,Fitness and Yoga,12,12,Price-Quality Evaluation,9.016276,0.017793832,8.79384,9.827587,3.8827982
1494,22378,22378,22378,TG0sd/uHBGUin3nQiQbh3oIk4Pn9KgqhsxzzLn/EXo0=,1,10,2095.0,offline,sale,SAND POUCH 5KG,KETTLE & HEX,MUSCLE & CROSS,1,9.99,TG0sd/uHBGUin3nQiQbh3oIk4Pn9KgqhsxzzLn/EXo0=,zachte kettlebel,de kleine man kan zijn energie er op kwijt door er mee te slepen en te gooien,4,2023-12-12 08:08:06,,,soft kettlebell. the little guy can use his energy by dragging and throwing it,zachte kettlebel. de kleine man kan zijn energie er op kwijt door er mee te slepen en te gooien,Fitness and Yoga,8,8,Fitness Gear,10.711889,0.65999967,6.687313,7.4563804,3.3141837
1495,22379,22379,22379,TG0sd/uHBGUin3nQiQbh3oIk4Pn9KgqhsxzzLn/EXo0=,1,10,2095.0,offline,sale,SAND POUCH 5KG,KETTLE & HEX,MUSCLE & CROSS,1,9.99,TG0sd/uHBGUin3nQiQbh3oIk4Pn9KgqhsxzzLn/EXo0=,bal,de kleine man is er blij mee,5,2023-12-12 08:03:47,,,ball. the little man is happy with it,bal. de kleine man is er blij mee,Fitness and Yoga,8,8,Fitness Gear,9.281661,1.5757558,6.5894704,7.5952516,2.228219
1496,22559,22559,22559,uQtrn3t0OM5XxOkbQop38ECN53Bz+w5J4XjNzHILbCM=,2,10,1088.0,offline,sale,PANT ADI SERENO NAVY,FIT BEG M OUTFI,FITNESS TRAININ,1,39.99,uQtrn3t0OM5XxOkbQop38ECN53Bz+w5J4XjNzHILbCM=,Mooie kwaliteitsbroek,Mooie broek,5,2023-05-23 12:25:12,,,Nice quality pants. Nice pants,Mooie kwaliteitsbroek. Mooie broek,Fitness and Yoga,13,13,Fitness Clothing,9.140307,5.520231,7.94388,9.803459,-1.9323536
1497,22560,22560,22560,JqIIMGpZ3qfh/wWBQIj7zvijRP8Yu9wz8Y2ND1wEVjI=,1,10,1186.0,offline,sale,TONEBAND LOW,WEIGHTS&ELAST.,FITNESS TRAININ,1,11.99,JqIIMGpZ3qfh/wWBQIj7zvijRP8Yu9wz8Y2ND1wEVjI=,,Het is wel een duistere en rommelige winkel. Het personeel is eerder onzichtbaar dan vriendelijk.,4,2023-02-09 09:08:10,,,. It is a dark and messy store. The staff is more invisible than friendly.,. Het is wel een duistere en rommelige winkel. Het personeel is eerder onzichtbaar dan vriendelijk.,Fitness and Yoga,14,14,Store and Staff,6.3740506,-1.7263104,9.074106,13.614466,2.8535407
1498,22561,22561,22561,vCzaVu189Hb2PU9cQXaOp+D+R4lmmA7enVuS6UVi6dE=,1,10,2226.0,offline,sale,JUMP ROPE 900  RED,FIT JUMPIN ROPE,FITNESS TRAININ,1,9.99,vCzaVu189Hb2PU9cQXaOp+D+R4lmmA7enVuS6UVi6dE=,,"Ik kan niet echt veel vertellen, het was wat rommelig in de winkel",4,2022-05-24 09:07:40,,,". I can't really tell you much, it was a bit messy in the store",". Ik kan niet echt veel vertellen, het was wat rommelig in de winkel",Fitness and Yoga,14,14,Store and Staff,6.257277,-0.9321002,9.349933,13.14402,3.522423
1499,22562,22562,22562,+ACUTAjAbvKDdlpnx+a021jHkvWiu4l3uIbFbg2qT4U=,1,10,664.0,offline,sale,FTS 120 W T-SHIRT PINK,W ESSENTIAL,FITNESS TRAININ,1,8.99,+ACUTAjAbvKDdlpnx+a021jHkvWiu4l3uIbFbg2qT4U=,Top shirt,Betaalbare kwaliteit shirt,5,2022-10-22 18:16:36,,,Great shirt. Affordable quality shirt,Top shirt. Betaalbare kwaliteit shirt,Fitness and Yoga,18,18,Fitness Clothing,7.1523213,3.688093,5.8339043,6.3732615,-1.6653448
1500,22563,22563,22563,Tuxv3xuZGAp7i5gsrwUT5vPbWNM388C8FGfIZ6dRu3w=,1,10,2094.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,Tuxv3xuZGAp7i5gsrwUT5vPbWNM388C8FGfIZ6dRu3w=,,-,5,2023-09-29 23:49:59,,,,. -,Fitness and Yoga,2,2,Unknown,-19.256628,0.7225757,7.8430133,-16.09978,20.801981
1501,22564,22564,22564,7c/V57Ryru+nFhrfezfZogAyzL5zDHfikkIOpjpYynM=,1,1,70.0,online,sale,TANK GYM 500 PRINT,MAN TS SHORT,FITNESS TRAININ,1,6.99,7c/V57Ryru+nFhrfezfZogAyzL5zDHfikkIOpjpYynM=,,goed,4,2022-02-12 10:10:48,,,. Good,. goed,Fitness and Yoga,15,15,Good Product,10.277726,-3.7242043,13.238248,7.1340594,9.923977
1502,22565,22565,22565,YVLNN/hCBIiU+8VIJvZrwfhGp+YTg7ref6Mhi3y7tNg=,1,10,1089.0,offline,sale,FST 120 STRETCH M SHORTS NAVY,FIT BEG M OUTFI,FITNESS TRAININ,1,11.99,YVLNN/hCBIiU+8VIJvZrwfhGp+YTg7ref6Mhi3y7tNg=,Mijn favoriete sokken,Heel wat paren van deze in mijn sokken lade,5,2023-07-10 00:18:18,,,My favorite socks. Quite a few pairs of these in my sock drawer,Mijn favoriete sokken. Heel wat paren van deze in mijn sokken lade,Fitness and Yoga,10,10,Fitness Clothing,11.167982,2.6610503,5.188174,5.204877,1.6864253
1503,22566,22566,22566,YVLNN/hCBIiU+8VIJvZrwfhGp+YTg7ref6Mhi3y7tNg=,1,10,1089.0,offline,sale,FST 120 STRETCH M SHORTS NAVY,FIT BEG M OUTFI,FITNESS TRAININ,1,11.99,YVLNN/hCBIiU+8VIJvZrwfhGp+YTg7ref6Mhi3y7tNg=,,Prima winkel.,4,2023-07-10 00:17:01,,,. Great store.,. Prima winkel.,Fitness and Yoga,6,6,Store and Staff,7.215078,-1.71903,8.02007,12.155355,2.1099863
1504,22567,22567,22567,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,1,10,2095.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,Prima comfortabel zittend shirt,Lekker luchtig zittend shirt.,5,2023-09-20 08:27:32,,,"Very comfortable shirt. Nice, airy shirt.",Prima comfortabel zittend shirt. Lekker luchtig zittend shirt.,Fitness and Yoga,18,18,Fitness Clothing,7.522111,3.5658543,5.8629327,6.5049396,-1.1169918
1505,22568,22568,22568,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,1,10,2095.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,Comfortabel. Goede prijs kwaliteit verhouding.,.,5,2023-09-22 08:45:22,,,Comfortable. Good price-quality ratio...,Comfortabel. Goede prijs kwaliteit verhouding.. .,Fitness and Yoga,1,1,Size-Fit Evaluation,9.380712,3.1930614,7.2488894,7.5383916,0.65356314
1506,22569,22569,22569,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,1,10,2095.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,Comfortabel. Goede prijs kwaliteit verhouding.,.,5,2023-11-08 07:47:29,,,Comfortable. Good price-quality ratio...,Comfortabel. Goede prijs kwaliteit verhouding.. .,Fitness and Yoga,1,1,Size-Fit Evaluation,9.387407,3.1921785,7.2448254,7.562361,0.6764921
1507,22570,22570,22570,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,1,10,2095.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,Prima comfortabel zittend shirt,.,5,2023-11-08 07:48:18,,,Very comfortable shirt. .,Prima comfortabel zittend shirt. .,Fitness and Yoga,18,18,Fitness Clothing,7.5159,3.5440054,5.8418694,6.501102,-1.0832951
1508,22571,22571,22571,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,1,10,2095.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,Prima comfortabel zittend shirt,Comfortabel shirt,5,2023-09-20 08:26:52,,,Very comfortable shirt. Comfortable shirt,Prima comfortabel zittend shirt. Comfortabel shirt,Fitness and Yoga,18,18,Fitness Clothing,7.556573,3.5498729,5.8549805,6.4868774,-1.0797521
1509,22572,22572,22572,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,1,10,2095.0,offline,sale,SHORT 500 BLACK,FIT BEG M OUTFI,FITNESS TRAININ,1,17.99,t49j34uL3bnHkz1NGjskMAoOnAa9Lq9X7TUo7QmhPZ8=,,Kerig geholpen bij het uitzoeken en afrekenen.,5,2023-09-20 08:22:59,,,. Always helped with selection and payment.,. Kerig geholpen bij het uitzoeken en afrekenen.,Fitness and Yoga,0,0,Delivery,6.9281096,-0.24862242,9.767363,12.455232,4.1417975
1510,22573,22573,22573,ep8y8/vKJopNUNHluKmbSCPzomdw6nDEGpNy7Fc+Nm0=,1,1,70.0,online,sale,TANK REGULAR 500 GREY M,MAN TS SHORT,FITNESS TRAININ,1,7.99,ep8y8/vKJopNUNHluKmbSCPzomdw6nDEGpNy7Fc+Nm0=,Fijne korte broek.,"Fijne broek met stretch, licht gewicht en afsluitbare zakken met ritsen. Helemaal top, helemaal blij mee.",5,2023-07-17 14:09:14,,,"Nice shorts.. Nice pants with stretch, light weight and lockable pockets with zippers. Absolutely great, completely happy with it.","Fijne korte broek.. Fijne broek met stretch, licht gewicht en afsluitbare zakken met ritsen. Helemaal top, helemaal blij mee.",Fitness and Yoga,13,13,Fitness Clothing,9.974486,5.580304,7.742855,9.575911,-2.6908185
1511,22574,22574,22574,HjJCbctPbv+f2cxlTmg3ko0oapYxJ3XZetNBZajMUFA=,1,10,346.0,offline,sale,LEGGING STRETCH 100 GYM BLACK,WOMAN TS LEGG,FITNESS TRAININ,1,6.99,HjJCbctPbv+f2cxlTmg3ko0oapYxJ3XZetNBZajMUFA=,,Slechte service,1,2023-02-28 14:53:57,,,. Bad service,. Slechte service,Fitness and Yoga,0,0,Delivery,7.7227716,-0.3681187,10.523558,13.101302,5.35956
1512,22595,22595,22595,TxR0Byss+bksS0bIiU2A/GHxadk3Z222GrQ6kiDywSw=,1,1,70.0,online,sale,SHORT W500 GIRL BLACK,TSHIRT SHORT GI,KIDS SPORTIVE E,4,23.96,TxR0Byss+bksS0bIiU2A/GHxadk3Z222GrQ6kiDywSw=,,Top,5,2022-09-04 13:43:14,,,. Top,. Top,Fitness and Yoga,3,3,Good Product,14.221071,2.082064,14.95885,14.552147,-5.1768746
1513,22617,22617,22617,OHtfzoll9gk23pRWxbJcXOWQA1mxm/h9XUaCmK9N894=,1,4,70.0,online,sale,TS S500 BOY NAVY BLUE,TSHIRT SHORT BO,KIDS SPORTIVE E,1,9.99,OHtfzoll9gk23pRWxbJcXOWQA1mxm/h9XUaCmK9N894=,Mooi gym shirt,Ziet er mooi uit. Lekker luchtig tijdens de gym.,4,2023-03-19 12:23:56,,,Nice gym shirt. Looks nice. Nice and airy during the gym.,Mooi gym shirt. Ziet er mooi uit. Lekker luchtig tijdens de gym.,Fitness and Yoga,18,18,Fitness Clothing,7.789488,3.442073,5.841335,6.364007,-0.9501994
